pass_id,mode,batch_size,prefill_tokens,decode_tokens,avg_seq_len,forward_time_ms
124,DECODE,136,0,136,211.50,4.84
125,EXTEND,2,160,0,166.00,13.69
126,DECODE,137,0,137,211.77,5.69
127,EXTEND,1,1,0,166.00,14.90
128,DECODE,138,0,138,212.43,4.95
129,DECODE,138,0,138,213.43,4.96
130,DECODE,137,0,137,214.26,4.94
131,EXTEND,2,67,0,159.00,21.41
132,DECODE,130,0,130,212.18,4.93
133,EXTEND,6,414,0,187.50,23.87
134,DECODE,133,0,133,212.00,5.12
135,EXTEND,5,265,0,167.00,18.65
136,DECODE,137,0,137,211.19,4.90
137,EXTEND,2,154,0,165.00,20.40
138,DECODE,138,0,138,211.86,4.88
139,EXTEND,2,2,0,165.00,13.77
140,DECODE,140,0,140,212.19,4.90
141,DECODE,140,0,140,213.19,4.95
142,DECODE,138,0,138,214.32,4.96
143,EXTEND,2,138,0,155.50,20.15
144,DECODE,136,0,136,213.88,4.86
145,EXTEND,4,233,0,159.00,22.22
146,DECODE,138,0,138,213.00,5.26
147,EXTEND,2,2,0,157.00,13.85
148,DECODE,139,0,139,213.13,4.95
149,EXTEND,2,2,0,167.50,13.74
150,DECODE,140,0,140,213.34,4.93
151,EXTEND,1,1,0,153.00,13.32
152,DECODE,139,0,139,212.76,4.88
153,EXTEND,2,2,0,149.00,13.92
154,DECODE,139,0,139,212.53,4.88
155,EXTEND,2,2,0,159.50,13.79
156,DECODE,140,0,140,212.37,4.94
157,EXTEND,2,80,0,165.50,14.06
158,DECODE,140,0,140,212.66,4.93
159,EXTEND,2,2,0,165.00,13.90
160,DECODE,142,0,142,212.99,4.92
161,DECODE,142,0,142,213.99,4.93
162,DECODE,142,0,142,214.99,4.91
163,DECODE,142,0,142,215.99,4.96
164,DECODE,140,0,140,216.73,4.92
165,EXTEND,3,143,0,160.33,19.96
166,DECODE,141,0,141,216.55,4.93
167,EXTEND,2,2,0,158.00,13.90
168,DECODE,141,0,141,216.47,4.95
169,EXTEND,2,118,0,146.00,24.57
170,DECODE,143,0,143,216.48,4.93
171,DECODE,143,0,143,217.48,4.94
172,DECODE,143,0,143,218.48,4.95
173,DECODE,142,0,142,219.40,4.98
174,EXTEND,2,2,0,146.00,14.68
175,DECODE,139,0,139,218.76,4.94
176,EXTEND,4,248,0,148.00,13.68
177,DECODE,140,0,140,217.01,4.94
178,EXTEND,4,224,0,143.00,13.76
179,DECODE,141,0,141,215.23,4.92
180,EXTEND,3,252,0,170.00,24.58
181,DECODE,143,0,143,215.59,4.92
182,EXTEND,2,72,0,163.50,13.84
183,DECODE,141,0,141,214.74,4.92
184,EXTEND,4,62,0,154.00,17.78
185,DECODE,145,0,145,214.06,6.07
186,DECODE,145,0,145,215.06,5.21
187,DECODE,144,0,144,215.95,5.01
188,EXTEND,2,2,0,145.00,19.20
189,DECODE,143,0,143,215.88,4.97
190,EXTEND,3,119,0,145.00,24.06
191,DECODE,145,0,145,215.62,5.26
192,EXTEND,2,2,0,145.00,14.70
193,DECODE,146,0,146,215.58,6.09
194,EXTEND,1,69,0,156.00,21.99
195,DECODE,142,0,142,216.54,5.05
196,EXTEND,4,86,0,159.50,21.62
197,DECODE,145,0,145,215.65,5.22
198,EXTEND,2,2,0,170.00,15.37
199,DECODE,146,0,146,216.20,5.23
200,EXTEND,2,111,0,183.50,22.70
201,DECODE,144,0,144,215.74,4.95
202,EXTEND,3,3,0,197.00,13.72
203,DECODE,142,0,142,215.59,5.03
204,EXTEND,4,488,0,208.00,20.97
205,DECODE,143,0,143,215.94,5.00
206,EXTEND,4,300,0,161.75,20.43
207,DECODE,145,0,145,215.32,5.18
208,EXTEND,3,3,0,166.33,13.45
209,DECODE,145,0,145,214.47,5.23
210,EXTEND,3,101,0,148.00,22.17
211,DECODE,147,0,147,214.34,5.22
212,EXTEND,2,2,0,137.00,13.83
213,DECODE,149,0,149,214.30,5.16
214,DECODE,149,0,149,215.30,5.15
215,DECODE,149,0,149,216.30,5.14
216,DECODE,148,0,148,216.78,5.24
217,EXTEND,2,234,0,203.00,20.86
218,DECODE,148,0,148,217.18,5.25
219,EXTEND,2,2,0,203.00,13.64
220,DECODE,148,0,148,218.19,5.21
221,EXTEND,2,138,0,156.00,13.57
222,DECODE,148,0,148,218.19,5.21
223,EXTEND,2,2,0,156.00,13.67
224,DECODE,148,0,148,217.95,5.67
225,EXTEND,3,207,0,156.00,21.59
226,DECODE,151,0,151,217.72,5.18
227,DECODE,151,0,151,218.72,5.18
228,DECODE,149,0,149,219.45,5.29
229,EXTEND,2,73,0,157.00,31.62
230,DECODE,146,0,146,220.29,5.22
231,EXTEND,4,159,0,179.25,21.08
232,DECODE,149,0,149,220.52,5.22
233,EXTEND,3,3,0,243.00,13.64
234,DECODE,151,0,151,222.30,5.19
235,EXTEND,2,124,0,149.00,22.36
236,DECODE,150,0,150,223.31,5.19
237,EXTEND,2,2,0,149.00,13.79
238,DECODE,150,0,150,223.39,5.19
239,EXTEND,2,160,0,167.00,13.70
240,DECODE,151,0,151,223.50,5.22
241,EXTEND,2,2,0,167.00,13.71
242,DECODE,152,0,152,224.00,5.88
243,EXTEND,2,186,0,179.00,18.95
244,DECODE,153,0,153,224.07,6.07
245,EXTEND,1,1,0,179.00,13.39
246,DECODE,153,0,153,224.99,5.29
247,EXTEND,1,1,0,179.00,12.99
248,DECODE,154,0,154,225.69,5.24
249,DECODE,154,0,154,226.69,6.53
250,DECODE,153,0,153,227.83,5.49
251,EXTEND,2,106,0,140.00,22.79
252,DECODE,154,0,154,227.81,5.27
253,EXTEND,1,1,0,140.00,13.12
254,DECODE,154,0,154,227.05,5.28
255,EXTEND,1,1,0,140.00,12.91
256,DECODE,154,0,154,227.64,5.28
257,EXTEND,2,126,0,149.00,22.32
258,DECODE,155,0,155,227.72,5.30
259,EXTEND,1,1,0,149.00,12.98
260,DECODE,153,0,153,228.86,5.33
261,EXTEND,2,77,0,155.50,22.86
262,DECODE,151,0,151,228.99,5.36
263,EXTEND,4,85,0,163.50,20.87
264,DECODE,150,0,150,228.59,5.33
265,EXTEND,4,92,0,170.00,23.09
266,DECODE,152,0,152,227.47,5.22
267,EXTEND,3,265,0,204.67,15.52
268,DECODE,153,0,153,227.90,5.44
269,EXTEND,3,271,0,220.33,22.85
270,DECODE,155,0,155,229.05,5.43
271,EXTEND,2,2,0,220.00,14.12
272,DECODE,155,0,155,230.48,5.29
273,EXTEND,2,2,0,198.50,13.92
274,DECODE,155,0,155,230.79,5.28
275,EXTEND,2,71,0,166.00,13.75
276,DECODE,157,0,157,230.97,5.30
277,DECODE,157,0,157,231.97,5.33
278,DECODE,154,0,154,233.10,5.60
279,EXTEND,3,82,0,159.67,21.36
280,DECODE,153,0,153,232.73,5.26
281,EXTEND,4,125,0,174.50,22.26
282,DECODE,157,0,157,232.24,5.33
283,DECODE,157,0,157,233.24,5.24
284,DECODE,153,0,153,233.76,5.25
285,EXTEND,4,4,0,197.75,13.65
286,DECODE,150,0,150,233.71,5.20
287,EXTEND,6,424,0,157.33,19.39
288,DECODE,156,0,156,231.78,5.27
289,DECODE,156,0,156,232.78,5.26
290,DECODE,155,0,155,233.98,5.33
291,EXTEND,4,168,0,155.50,13.70
292,DECODE,158,0,158,233.16,5.30
293,EXTEND,2,73,0,165.00,13.74
294,DECODE,158,0,158,233.58,5.39
295,EXTEND,3,3,0,163.00,13.73
296,DECODE,159,0,159,233.26,5.40
297,EXTEND,2,66,0,155.00,26.74
298,DECODE,160,0,160,232.53,5.42
299,EXTEND,2,130,0,151.00,19.41
300,DECODE,161,0,161,232.15,6.22
301,EXTEND,2,2,0,151.00,13.72
302,DECODE,162,0,162,232.36,5.46
303,EXTEND,1,1,0,151.00,12.65
304,DECODE,160,0,160,232.51,5.33
305,EXTEND,2,2,0,151.00,13.10
306,DECODE,159,0,159,233.41,5.35
307,EXTEND,3,156,0,139.00,19.67
308,DECODE,155,0,155,231.44,5.30
309,EXTEND,5,529,0,202.80,21.32
310,DECODE,157,0,157,231.04,5.29
311,EXTEND,4,4,0,190.25,13.72
312,DECODE,160,0,160,230.94,5.28
313,EXTEND,3,174,0,144.00,18.73
314,DECODE,162,0,162,230.25,5.37
315,EXTEND,2,63,0,146.50,13.92
316,DECODE,162,0,162,229.51,5.40
317,EXTEND,2,2,0,149.00,13.72
318,DECODE,161,0,161,228.60,5.42
319,EXTEND,3,223,0,182.33,21.76
320,DECODE,164,0,164,228.75,5.38
321,DECODE,164,0,164,229.75,5.43
322,DECODE,162,0,162,230.61,5.68
323,EXTEND,3,109,0,197.33,29.97
324,DECODE,162,0,162,230.26,5.64
325,EXTEND,3,3,0,194.00,13.79
326,DECODE,165,0,165,230.60,5.35
327,DECODE,165,0,165,231.60,5.35
328,DECODE,165,0,165,232.60,5.47
329,DECODE,158,0,158,232.72,5.28
330,EXTEND,6,438,0,159.67,19.94
331,DECODE,164,0,164,231.04,5.39
332,DECODE,164,0,164,232.04,5.47
333,DECODE,163,0,163,232.82,5.43
334,EXTEND,4,136,0,149.50,15.05
335,DECODE,164,0,164,231.66,5.40
336,EXTEND,3,53,0,148.67,20.90
337,DECODE,165,0,165,231.11,5.39
338,EXTEND,3,3,0,138.00,15.93
339,DECODE,166,0,166,229.81,5.39
340,EXTEND,3,219,0,159.00,21.80
341,DECODE,167,0,167,229.17,5.86
342,EXTEND,2,79,0,161.50,23.40
343,DECODE,167,0,167,228.65,5.35
344,EXTEND,3,3,0,164.00,15.75
345,DECODE,169,0,169,228.85,6.51
346,EXTEND,2,144,0,159.00,14.21
347,DECODE,166,0,166,229.46,5.52
348,EXTEND,3,97,0,166.67,22.82
349,DECODE,164,0,164,229.00,5.36
350,EXTEND,5,137,0,170.40,19.76
351,DECODE,169,0,169,228.27,5.36
352,DECODE,169,0,169,229.27,5.44
353,DECODE,167,0,167,230.48,5.47
354,EXTEND,3,82,0,157.67,13.73
355,DECODE,167,0,167,230.08,5.45
356,EXTEND,4,72,0,164.50,15.34
357,DECODE,169,0,169,228.16,5.45
358,EXTEND,3,3,0,157.00,13.70
359,DECODE,169,0,169,227.71,5.36
360,EXTEND,3,261,0,174.00,18.14
361,DECODE,171,0,171,227.56,5.37
362,EXTEND,2,105,0,182.00,22.73
363,DECODE,170,0,170,227.92,5.40
364,EXTEND,3,3,0,190.00,16.00
365,DECODE,170,0,170,227.94,5.60
366,EXTEND,3,211,0,157.00,28.27
367,DECODE,170,0,170,226.76,5.52
368,EXTEND,3,80,0,181.33,16.63
369,DECODE,171,0,171,226.47,5.47
370,EXTEND,3,3,0,157.67,13.80
371,DECODE,174,0,174,226.29,5.33
372,DECODE,174,0,174,227.29,5.36
373,DECODE,171,0,171,228.16,5.37
374,EXTEND,3,3,0,165.33,14.47
375,DECODE,167,0,167,227.89,5.40
376,EXTEND,5,447,0,175.40,21.80
377,DECODE,169,0,169,226.13,5.39
378,EXTEND,5,169,0,185.80,19.35
379,DECODE,166,0,166,226.27,5.40
380,EXTEND,6,250,0,155.00,23.62
381,DECODE,169,0,169,224.50,5.41
382,EXTEND,5,335,0,153.00,21.87
383,DECODE,172,0,172,222.20,5.38
384,EXTEND,4,64,0,166.75,13.97
385,DECODE,173,0,173,222.24,5.39
386,EXTEND,4,126,0,163.50,13.87
387,DECODE,175,0,175,221.71,5.38
388,EXTEND,3,3,0,210.00,13.84
389,DECODE,176,0,176,222.32,5.31
390,EXTEND,2,210,0,192.00,21.35
391,DECODE,174,0,174,223.37,5.34
392,EXTEND,4,168,0,180.50,13.78
393,DECODE,176,0,176,223.94,5.42
394,EXTEND,3,76,0,166.00,23.64
395,DECODE,178,0,178,223.89,6.31
396,EXTEND,2,2,0,160.00,14.74
397,DECODE,178,0,178,224.58,5.72
398,EXTEND,2,93,0,169.50,14.98
399,DECODE,178,0,178,224.60,5.64
400,EXTEND,2,2,0,179.00,13.80
401,DECODE,177,0,177,224.71,5.50
402,EXTEND,3,147,0,166.33,19.24
403,DECODE,179,0,179,224.67,5.45
404,EXTEND,2,78,0,162.00,23.44
405,DECODE,178,0,178,225.75,5.51
406,EXTEND,3,3,0,162.67,13.97
407,DECODE,180,0,180,225.54,5.53
408,EXTEND,2,198,0,223.50,14.38
409,DECODE,179,0,179,225.77,5.46
410,EXTEND,3,3,0,283.00,14.05
411,DECODE,181,0,181,227.81,5.53
412,EXTEND,2,186,0,179.00,13.79
413,DECODE,182,0,182,227.87,5.46
414,EXTEND,2,2,0,179.00,13.93
415,DECODE,182,0,182,228.10,5.49
416,EXTEND,2,112,0,142.00,15.34
417,DECODE,179,0,179,228.48,5.75
418,EXTEND,3,85,0,151.33,13.96
419,DECODE,179,0,179,228.64,5.50
420,EXTEND,4,132,0,181.25,19.63
421,DECODE,177,0,177,226.68,5.51
422,EXTEND,5,133,0,189.40,19.35
423,DECODE,181,0,181,226.71,5.49
424,EXTEND,3,66,0,151.00,13.76
425,DECODE,182,0,182,226.47,5.49
426,EXTEND,3,78,0,155.00,13.96
427,DECODE,185,0,185,226.31,6.27
428,DECODE,185,0,185,227.31,5.84
429,DECODE,185,0,185,228.31,5.73
430,DECODE,183,0,183,229.31,5.95
431,EXTEND,3,3,0,159.00,22.85
432,DECODE,184,0,184,229.34,5.76
433,EXTEND,3,253,0,195.67,34.96
434,DECODE,181,0,181,229.12,5.74
435,EXTEND,4,186,0,195.50,14.88
436,DECODE,184,0,184,228.49,5.59
437,EXTEND,3,145,0,196.00,20.25
438,DECODE,183,0,183,229.18,5.56
439,EXTEND,4,49,0,205.75,23.17
440,DECODE,185,0,185,228.71,5.75
441,EXTEND,3,3,0,133.00,17.47
442,DECODE,187,0,187,228.26,5.57
443,EXTEND,2,108,0,140.00,15.86
444,DECODE,188,0,188,227.93,5.55
445,EXTEND,2,2,0,140.00,16.49
446,DECODE,188,0,188,227.91,5.63
447,EXTEND,2,176,0,175.00,16.80
448,DECODE,189,0,189,228.60,5.50
449,EXTEND,2,2,0,175.00,13.77
450,DECODE,186,0,186,228.99,5.45
451,EXTEND,3,248,0,168.67,13.65
452,DECODE,189,0,189,229.04,5.48
453,DECODE,189,0,189,230.04,5.48
454,DECODE,187,0,187,230.26,5.49
455,EXTEND,4,153,0,172.25,20.26
456,DECODE,184,0,184,230.74,5.47
457,EXTEND,5,5,0,149.80,14.64
458,DECODE,186,0,186,229.79,5.48
459,EXTEND,4,80,0,161.25,15.03
460,DECODE,186,0,186,228.82,5.79
461,EXTEND,5,87,0,166.00,22.05
462,DECODE,190,0,190,228.38,5.50
463,EXTEND,3,3,0,171.00,13.74
464,DECODE,192,0,192,228.32,5.80
465,EXTEND,2,168,0,171.00,13.57
466,DECODE,191,0,191,228.52,5.51
467,EXTEND,3,149,0,163.67,13.62
468,DECODE,194,0,194,228.52,6.48
469,DECODE,194,0,194,229.52,5.62
470,DECODE,192,0,192,230.42,5.56
471,EXTEND,3,57,0,157.67,18.12
472,DECODE,191,0,191,230.21,5.52
473,EXTEND,4,115,0,160.75,22.44
474,DECODE,194,0,194,230.07,5.77
475,EXTEND,2,2,0,170.50,23.03
476,DECODE,194,0,194,229.45,6.33
477,EXTEND,3,57,0,180.00,23.27
478,DECODE,196,0,196,229.49,5.82
479,EXTEND,2,2,0,142.00,13.23
480,DECODE,197,0,197,229.18,5.60
481,EXTEND,2,63,0,145.00,13.16
482,DECODE,199,0,199,229.33,5.74
483,DECODE,199,0,199,230.33,5.71
484,DECODE,195,0,195,231.09,5.66
485,EXTEND,3,3,0,148.00,13.27
486,DECODE,194,0,194,230.45,5.65
487,EXTEND,4,278,0,156.50,21.41
488,DECODE,195,0,195,228.61,5.71
489,EXTEND,4,4,0,143.50,13.50
490,DECODE,197,0,197,228.08,5.58
491,EXTEND,3,180,0,149.00,18.26
492,DECODE,195,0,195,227.58,5.66
493,EXTEND,4,209,0,154.00,20.54
494,DECODE,197,0,197,227.03,5.58
495,EXTEND,3,3,0,155.67,13.32
496,DECODE,199,0,199,226.96,5.64
497,EXTEND,3,75,0,167.00,22.57
498,DECODE,200,0,200,227.29,5.60
499,EXTEND,2,132,0,153.00,13.42
500,DECODE,201,0,201,227.67,6.51
501,EXTEND,2,2,0,153.00,13.51
502,DECODE,196,0,196,228.03,5.65
503,EXTEND,4,82,0,160.50,13.19
504,DECODE,197,0,197,227.60,5.64
505,EXTEND,4,143,0,180.50,13.10
506,DECODE,199,0,199,226.61,5.62
507,EXTEND,4,59,0,206.00,17.47
508,DECODE,202,0,202,227.38,5.67
509,EXTEND,3,3,0,143.00,13.18
510,DECODE,203,0,203,227.33,5.67
511,EXTEND,2,136,0,154.00,13.90
512,DECODE,201,0,201,227.00,5.75
513,EXTEND,3,64,0,152.33,15.14
514,DECODE,200,0,200,225.96,5.60
515,EXTEND,4,53,0,145.75,13.35
516,DECODE,203,0,203,225.50,5.78
517,EXTEND,3,3,0,136.00,13.60
518,DECODE,206,0,206,225.20,5.86
519,DECODE,206,0,206,226.20,5.84
520,DECODE,204,0,204,227.13,5.71
521,EXTEND,3,172,0,144.33,13.44
522,DECODE,202,0,202,225.84,5.65
523,EXTEND,4,64,0,145.25,13.41
524,DECODE,203,0,203,225.44,5.76
525,EXTEND,4,4,0,150.50,13.33
526,DECODE,207,0,207,224.99,5.82
527,DECODE,207,0,207,225.99,5.89
528,DECODE,205,0,205,226.56,5.73
529,EXTEND,4,208,0,154.50,13.63
530,DECODE,206,0,206,226.33,5.83
531,EXTEND,3,59,0,149.00,13.49
532,DECODE,208,0,208,226.33,5.98
533,EXTEND,3,3,0,168.00,13.23
534,DECODE,210,0,210,226.46,6.72
535,EXTEND,2,105,0,167.50,13.28
536,DECODE,209,0,209,227.20,5.89
537,EXTEND,3,3,0,160.00,13.31
538,DECODE,209,0,209,227.48,6.38
539,EXTEND,3,210,0,160.00,13.27
540,DECODE,210,0,210,227.92,5.89
541,EXTEND,3,3,0,180.00,13.39
542,DECODE,210,0,210,228.20,6.30
543,EXTEND,3,188,0,149.00,18.75
544,DECODE,209,0,209,226.81,5.97
545,EXTEND,4,114,0,144.25,22.74
546,DECODE,210,0,210,226.15,6.09
547,EXTEND,3,3,0,145.00,13.68
548,DECODE,210,0,210,225.56,5.88
549,EXTEND,4,248,0,175.25,15.15
550,DECODE,209,0,209,225.46,5.92
551,EXTEND,4,178,0,192.50,19.05
552,DECODE,212,0,212,225.55,5.92
553,EXTEND,3,94,0,176.33,21.57
554,DECODE,213,0,213,226.15,5.92
555,EXTEND,3,62,0,168.67,13.73
556,DECODE,209,0,209,224.57,5.90
557,EXTEND,5,61,0,153.20,17.89
558,DECODE,211,0,211,223.54,5.95
559,EXTEND,4,96,0,152.25,13.42
560,DECODE,212,0,212,223.44,5.77
561,EXTEND,4,76,0,174.75,13.57
562,DECODE,211,0,211,222.55,5.89
563,EXTEND,5,131,0,155.40,19.28
564,DECODE,215,0,215,222.07,6.04
565,EXTEND,4,128,0,150.50,13.76
566,DECODE,216,0,216,220.82,6.07
567,EXTEND,3,149,0,157.67,20.36
568,DECODE,217,0,217,221.15,7.38
569,EXTEND,3,3,0,157.67,14.08
570,DECODE,220,0,220,221.28,6.23
571,DECODE,220,0,220,222.28,6.02
572,DECODE,220,0,220,223.28,6.03
573,DECODE,217,0,217,223.67,6.23
574,EXTEND,4,212,0,139.00,33.69
575,DECODE,215,0,215,223.55,6.13
576,EXTEND,5,367,0,159.80,25.77
577,DECODE,217,0,217,222.13,6.28
578,EXTEND,4,60,0,158.00,21.50
579,DECODE,220,0,220,221.85,5.91
580,EXTEND,4,103,0,154.00,25.39
581,DECODE,221,0,221,220.70,5.90
582,EXTEND,3,3,0,187.00,17.43
583,DECODE,222,0,222,221.12,5.85
584,EXTEND,3,195,0,153.00,21.23
585,DECODE,221,0,221,221.09,5.83
586,EXTEND,4,175,0,147.75,24.28
587,DECODE,224,0,224,220.46,5.93
588,EXTEND,3,135,0,150.67,16.29
589,DECODE,224,0,224,220.66,6.24
590,EXTEND,3,87,0,159.67,18.19
591,DECODE,225,0,225,220.72,7.13
592,EXTEND,3,3,0,173.00,16.23
593,DECODE,228,0,228,221.09,6.07
594,DECODE,228,0,228,222.09,6.14
595,DECODE,224,0,224,222.41,6.07
596,EXTEND,4,308,0,163.00,26.10
597,DECODE,223,0,223,222.30,6.54
598,EXTEND,4,236,0,146.00,25.61
599,DECODE,224,0,224,221.21,6.15
600,EXTEND,4,318,0,165.75,21.90
601,DECODE,223,0,223,221.23,6.36
602,EXTEND,5,82,0,174.60,19.48
603,DECODE,227,0,227,221.26,6.41
604,EXTEND,4,99,0,169.00,31.42
605,DECODE,229,0,229,221.20,6.21
606,EXTEND,3,77,0,176.67,15.58
607,DECODE,231,0,231,221.76,6.10
608,EXTEND,3,3,0,169.33,14.72
609,DECODE,232,0,232,221.62,6.14
610,EXTEND,3,103,0,145.33,13.36
611,DECODE,233,0,233,221.19,6.61
612,EXTEND,3,64,0,141.00,13.84
613,DECODE,233,0,233,221.35,5.87
614,EXTEND,3,93,0,158.33,14.13
615,DECODE,234,0,234,221.56,5.87
616,EXTEND,3,3,0,167.67,13.98
617,DECODE,235,0,235,221.28,5.90
618,EXTEND,2,58,0,161.00,17.95
619,DECODE,230,0,230,221.37,6.03
620,EXTEND,4,158,0,155.00,20.48
621,DECODE,231,0,231,221.15,5.87
622,EXTEND,4,68,0,156.50,21.51
623,DECODE,231,0,231,220.89,5.86
624,EXTEND,5,129,0,150.20,19.84
625,DECODE,231,0,231,220.45,5.97
626,EXTEND,5,248,0,161.60,15.89
627,DECODE,233,0,233,220.42,6.13
628,EXTEND,4,268,0,173.75,18.47
629,DECODE,233,0,233,220.61,5.79
630,EXTEND,4,433,0,216.25,19.08
631,DECODE,233,0,233,221.39,5.88
632,EXTEND,5,285,0,172.40,19.86
633,DECODE,237,0,237,221.48,5.93
634,EXTEND,4,496,0,211.00,13.18
635,DECODE,240,0,240,222.44,5.87
636,EXTEND,3,181,0,147.00,18.55
637,DECODE,240,0,240,222.80,5.99
638,EXTEND,3,3,0,147.00,23.35
639,DECODE,237,0,237,223.08,5.98
640,EXTEND,4,122,0,151.50,31.75
641,DECODE,237,0,237,222.73,6.16
642,EXTEND,5,176,0,144.80,13.59
643,DECODE,239,0,239,221.76,6.47
644,EXTEND,4,154,0,139.50,13.46
645,DECODE,237,0,237,221.92,5.87
646,EXTEND,5,251,0,147.20,22.32
647,DECODE,240,0,240,221.25,5.90
648,EXTEND,4,4,0,160.50,13.33
